1888,795886071,4489400,7054
1889,763170247,4217872,6480
1890,787152479,4446336,7006
1891,849750639,4772590,7600
1892,936056142,5340906,8320
1893,915629979,5204954,8214
1894,899615494,5190068,8132
1895,984856075,5699486,9184
1896,1050921103,6149427,9663
1897,1031909734,6036650,9632
1898,1109257706,6474893,10193
1899,1232717908,7319283,11421
1900,1341057959,7880706,12204
1901,1285712637,7611053,11923
1902,1311315033,7850395,12325
1903,1266236889,7672684,12386
1904,1405505328,8505994,13406
1905,1351302005,7982387,12833
1906,1397090480,8324581,13309
1907,1409945274,8352873,13533
1908,1417130893,8455420,13826
1909,1283265090,7678880,12638
1910,1354824248,8082350,13278
1911,1350964981,8146435,13659
1912,1431385638,8498210,14314
1913,1356693322,8272376,14064
1914,1324894757,8031654,13964
1915,1211361619,7359683,13357
1916,1175413415,7285233,13449
1917,1183132092,7301665,13535
1918,1039343103,6427497,12225
1919,1136614538,6939246,12588
1920,1388696469,8320305,14671
1921,1216676110,7129055,12681
1922,1413237707,8295471,14781
1923,1151386048,6679296,11962
1924,1069007206,6285325,11221
1925,1113107246,6436655,11609
1926,1053565430,6180969,11513
1927,1216023821,6992594,12560
1928,1212716430,6940650,12610
1929,1153722574,6757530,12430
1930,1244889331,7172751,13131
1931,1183806248,6746535,12339
1932,1057602772,5908248,10940
1933,915956659,5193167,10129
1934,1053600093,5813581,10781
1935,1157109310,6383929,11543
1936,1199843463,6704700,12168
1937,1232280287,6867867,12393
1938,1261812592,7006038,12494
1939,1249209591,6860069,12255
1940,1179404138,6458613,11539
1941,1084154164,5943516,10956
1942,1045379066,5652409,10561
1943,890214397,4754157,9221
1944,812192380,4254836,8696
1945,926378706,4754610,9542
1946,1203221497,6293844,12452
1947,1385834769,7297313,14115
1948,1486005621,7719563,14721
1949,1641024100,8474538,15754
1950,1644401950,8581523,15761
1951,1603394676,8369856,15418
1952,1621780754,8271139,15307
1953,1590464886,8243557,15325
1954,1662160145,8642537,16201
1955,1751719755,9009566,16994
1956,1817491821,9289947,17453
1957,1952474329,10050283,18977
1958,1976098333,10184584,19292
1959,2064236476,10667039,20781
1960,2341981521,12110214,24048
1961,2567977722,13168876,25762
1962,2818694749,14534596,27762
1963,2955051696,15289261,29569
1964,2931038992,15327267,30661
1965,3300623502,16925833,32999
1966,3466842517,17885635,35243
1967,3658119990,18856794,37636
1968,3968752101,20713781,40613
1969,3942222509,20605052,40154
1970,4086393350,21493334,42050
1971,4058576649,21022316,41676
1972,4174172415,21723303,43701
1973,4058707895,20934291,42413
1974,4045487401,20870625,42423
1975,4104379941,21163884,43866
1976,4242326406,21741811,44785
1977,4314577619,22131803,45231
1978,4365839878,22337808,45652
1979,4528331460,23121674,47094
1980,4611609946,23399729,47197
1981,4627406112,23181513,46107
1982,4839530894,24286876,48446
1983,4982167985,24855807,49481
1984,5309222580,26493896,52068
1985,5475269397,27311038,53730
1986,5793946882,28860058,56268
1987,5936558026,29600208,57856
1988,6191886939,30977704,60672
1989,6549339038,32665219,64029
1990,7075013106,35252588,69220
1991,6895715366,34521903,68159
1992,7596808027,37580665,72393
1993,7492130348,37154768,71658
1994,8027353540,39575664,76662
1995,8276258599,40863936,77890
1996,8745049453,42919779,82091
1997,8979708108,43952838,84104
1998,9406708249,45989297,87421
1999,9997156197,48914071,91983
2000,11190986329,54799233,103405
